Kevin Campbell$Stormfen Family$Robert Sanchez                                   $7{William Perez,George Black,Michael Wright,Stephen Young,Kenneth Scott,Scott Wright,jvtTrwDWgnVrkcX,Stephen Collins,Robert Walker,George Carter,Kenneth Carter,Benjamin Adams,Charles Murphy,Andrew Hill,Paul Black,Edward Carter,Michael Murphy}$Larry Adams|Joseph Bell|David Phillips|Jacob Howard|Samuel Reed|Kenneth Hill|Matthew Edwards|Samuel Sanchez|Michael Bell|Scott Baker|James Howard|Steven Roberts|Ryan Hill|Joseph Sanchez|Joshua Mitchell|Anthony Cooper|Jeffrey Stewart
Kenneth White$Ruinspire Family$Robert Sanchez                                   $4{David Phillips,Kenneth Scott,Ryan Perez,Matthew Cook,Joseph Bell,Kenneth Carter,Jeffrey Baker,Joseph Stewart,Stephen Collins,Paul White,Robert Hill,Jeffrey Perez,Jeffrey Stewart,Kenneth Sanchez}$Charles Murphy|Justin Perez|Larry Bell|Robert Young|Donald Roberts|Samuel Sanchez
Jeffrey Baker$Thornscar Family$Richard Stone                                    $7{Samuel Sanchez,Joseph Stewart,Charles Murphy,Paul White,Ryan Perez,Larry Bell,Larry Adams,Charles Walker,Michael Wright,Matthew Cook,Jeffrey Stewart,Justin Perez,David Phillips,Kenneth Carter,Robert Hill,Stephen Collins,Donald Roberts}$Kenneth Scott|Joseph Bell|Robert Young|Kenneth Sanchez|Jeffrey Perez|Robert Walker
Larry Bell$Grimscar Family$Donald Wright                                    $0{Kenneth Scott,Robert Young}$Charles Walker|Joseph Stewart|Samuel Sanchez|Matthew Cook|Michael Wright|Jeffrey Stewart|Robert Hill|Justin Perez|Donald Roberts|Kenneth Sanchez|Paul White|Kenneth Carter
Charles Murphy$Blackfen Family$Mark White                                       $6{David Phillips,Ryan Perez,Robert Hill,Kenneth Sanchez,Justin Perez,Joseph Bell}$Jeffrey Perez|Jeffrey Stewart|Michael Wright|Stephen Collins|Robert Walker|Kenneth Carter|Donald Roberts|Joseph Stewart|Kenneth Scott|Samuel Sanchez
Samuel Sanchez$Stormscar Family$Michael Bell                                     $6{Kenneth Sanchez,Robert Young,Robert Hill,Matthew Cook,Jeffrey Stewart,Paul White,Kenneth Scott}$Justin Perez|Ryan Perez|Kenneth Carter|Michael Wright|Joseph Bell|Charles Walker|Joseph Stewart|Stephen Collins|Larry Adams|Donald Roberts|Robert Walker
Kenneth Carter$Ironfall Family$Robert Hill                                      $1{Matthew Cook,Michael Wright,Kenneth Scott,Stephen Collins,Ryan Perez,Joseph Stewart,Robert Young}$Larry Adams|Paul White|David Phillips|Justin Perez|Charles Walker|Robert Walker
Michael Wright$Graveholt Family$Joseph Bell                                      $5{Joseph Stewart,Larry Adams,Kenneth Sanchez,Matthew Cook,Jeffrey Stewart}$Donald Roberts|Jeffrey Perez|Stephen Collins|Robert Hill|Robert Young|David Phillips|Joseph Bell
Kenneth Sanchez$Gravewick Family$Charles Morgan                                   $5{Matthew Cook,Stephen Collins,Joseph Stewart,Kenneth Scott,Jeffrey Perez,Robert Walker,Jeffrey Stewart,Paul White}$Joseph Bell|Robert Young|David Phillips|Robert Hill|Charles Walker|Larry Adams|Justin Perez|Ryan Perez
Robert Walker$Thornwick Family$Joshua Mitchell                                  $7{Larry Adams,Jeffrey Perez,Justin Perez,Kenneth Scott,Matthew Cook,Charles Walker,David Phillips,Donald Roberts,Joseph Bell,Paul White,Robert Hill,Stephen Collins,Ryan Perez,Joseph Stewart,Robert Young}$
Donald Roberts$Gravewick Family$Brandon Stone                                    $0{Ryan Perez,Matthew Cook,Paul White,David Phillips}$Robert Young|Jeffrey Perez|Stephen Collins|Kenneth Scott|Justin Perez|Charles Walker|Jeffrey Stewart|Robert Hill|Joseph Bell|Larry Adams|Joseph Stewart
Matthew Cook$Darkmoor Family$Jason Evans                                      $3{Paul White,Charles Walker,Ryan Perez,Jeffrey Stewart,Stephen Collins,David Phillips}$Joseph Bell|Justin Perez|Robert Hill|Robert Young|Jeffrey Perez|Joseph Stewart|Larry Adams|Kenneth Scott
Larry Adams$Dreadwick Family$Scott Perez                                      $7{Joseph Bell,Justin Perez,Kenneth Scott,Ryan Perez,Robert Young,Joseph Stewart,Jeffrey Stewart,Robert Hill,Stephen Collins,Charles Walker,David Phillips,Paul White,Jeffrey Perez}$
David Phillips$Dreadmoor Family$Brian Bailey                                     $1{Justin Perez,Jeffrey Stewart,Robert Hill,Kenneth Scott,Joseph Stewart,Ryan Perez,Joseph Bell,Paul White,Jeffrey Perez,Stephen Collins,Robert Young}$
Robert Hill$Skullhaven Family$Scott Wright                                     $6{Justin Perez,Kenneth Scott,Joseph Stewart,Stephen Collins,Jeffrey Stewart,Jeffrey Perez}$Joseph Bell|Ryan Perez|Charles Walker|Paul White
Joseph Bell$Ravencroft Family$Paul Hill                                        $2{Ryan Perez,Kenneth Scott,Paul White,Jeffrey Stewart,Joseph Stewart,Jeffrey Perez}$Justin Perez|Stephen Collins|Robert Young
Robert Young$Skullhaven Family$Kenneth Hill                                     $1{Charles Walker,Joseph Stewart,Jeffrey Stewart,Justin Perez,Kenneth Scott,Jeffrey Perez,Ryan Perez,Stephen Collins}$Paul White
Jeffrey Perez$Nightmoor Family$Scott Perez                                      $5{Charles Walker,Ryan Perez,Joseph Stewart,Stephen Collins,Paul White,Jeffrey Stewart,Kenneth Scott,Justin Perez}$
Ryan Perez$Grimscar Family$Stephen Young                                    $6{Joseph Stewart,Stephen Collins,Charles Walker,Jeffrey Stewart,Justin Perez,Paul White,Kenneth Scott}$
Stephen Collins$Stonehart Family$Paul Hill                                        $6{Jeffrey Stewart,Kenneth Scott,Charles Walker,Joseph Stewart,Paul White}$
Kenneth Scott$Coldmoor Family$Robert Sanchez                                   $0{Joseph Stewart,Paul White,Justin Perez,Charles Walker,Jeffrey Stewart}$
Joseph Stewart$Nightfall Family$Larry Lopez                                      $0{Paul White,Charles Walker,Justin Perez,Jeffrey Stewart}$
Justin Perez$Stonehart Family$Gary Adams                                       $8{Paul White,Charles Walker,Jeffrey Stewart}$
Jeffrey Stewart$Frostfen Family$Eric Stewart                                     $2{Charles Walker,Paul White}$
Paul White$Wolfsbane Family$Paul Bailey                                      $8{Charles Walker}$
Charles Walker$Dreadmoor Family$Benjamin Adams                                   $7{}$
